transactionid,customerid,franchiseid,datetime,product,quantity,unitprice,totalprice,paymentmethod,cardnumber
1003241,2000259,3000005,2024-05-11 22:08:16.143,Austin Almond Biscotti,8,3,24,visa,4381953716868683
1003242,2000149,3000032,2024-05-07 00:52:44.944,Golden Gate Ginger,2,3,6,visa,4484676079275040
1003243,2000008,3000019,2024-05-01 21:15:04.727,Orchard Oasis,9,3,27,visa,4828944683787569
1003245,2000006,3000037,2024-05-14 15:15:57.252,Tokyo Tidbits,2,3,6,visa,4688641441322262
1003246,2000154,3000040,2024-05-14 16:35:39.782,Pearly Pies,2,3,6,amex,341154676865796
1003247,2000028,3000037,2024-05-06 15:28:03.353,Tokyo Tidbits,7,3,21,visa,4293729207010259
1003248,2000216,3000027,2024-05-13 10:18:03.088,Orchard Oasis,4,3,12,amex,349559607157489
1003249,2000227,3000009,2024-05-12 06:47:26.961,Orchard Oasis,9,3,27,amex,345784663585639
1003250,2000288,3000008,2024-05-06 02:50:45.037,Orchard Oasis,1,3,3,amex,342647361359040
1003252,2000190,3000028,2024-05-03 06:32:29.835,Outback Oatmeal,2,3,6,amex,373023122696546
1003253,2000191,3000022,2024-05-06 02:12:26.765,Pearly Pies,7,3,21,visa,4274816310095732
1003254,2000166,3000027,2024-05-14 19:58:38.224,Outback Oatmeal,8,3,24,amex,340918657847515
1003255,2000159,3000036,2024-05-06 05:05:12.407,Pearly Pies,8,3,24,visa,4583628669883709
1003256,2000084,3000033,2024-05-10 13:47:43.764,Orchard Oasis,10,3,30,amex,370528335469609
1003257,2000177,3000016,2024-05-10 13:12:10.894,Austin Almond Biscotti,2,3,6,visa,4469972644751618
1003258,2000249,3000027,2024-05-06 08:52:34.763,Orchard Oasis,10,3,30,mastercard,2685531439929581
1003259,2000181,3000010,2024-05-02 14:16:20.853,Golden Gate Ginger,5,3,15,mastercard,2290783299886529
1003260,2000196,3000029,2024-05-12 17:08:25.649,Tokyo Tidbits,10,3,30,visa,4800409041272904
1003261,2000295,3000003,2024-05-04 10:34:32.375,Golden Gate Ginger,6,3,18,mastercard,2235603049005006
1003263,2000065,3000030,2024-05-16 03:15:32.83,Outback Oatmeal,8,3,24,visa,4273390850778751
1003265,2000042,3000017,2024-05-07 21:27:50.109,Austin Almond Biscotti,9,3,27,amex,340452704664657
1003267,2000067,3000037,2024-05-08 02:57:26.51,Tokyo Tidbits,9,3,27,mastercard,5315031779704901
1003268,2000205,3000042,2024-05-01 08:25:21.302,Pearly Pies,10,3,30,visa,4229420750710813
1003270,2000169,3000018,2024-05-03 01:22:35.199,Orchard Oasis,4,3,12,amex,349794188424228
1003271,2000213,3000009,2024-05-15 03:29:35.023,Tokyo Tidbits,6,3,18,amex,379373740375039
1003272,2000020,3000016,2024-05-08 08:22:42.929,Orchard Oasis,5,3,15,visa,4450616108821448
1003273,2000068,3000019,2024-05-03 14:47:41.637,Tokyo Tidbits,10,3,30,mastercard,2707749102291659
1003274,2000239,3000018,2024-05-13 15:59:50.352,Austin Almond Biscotti,2,3,6,amex,379437251881055
1003275,2000229,3000012,2024-05-08 23:52:09.915,Outback Oatmeal,10,3,30,visa,4535241003400724
1003277,2000267,3000023,2024-05-09 17:19:07.14,Pearly Pies,7,3,21,amex,376201058099938
1003279,2000208,3000007,2024-05-07 09:40:24.137,Austin Almond Biscotti,9,3,27,amex,374244090081201
1003280,2000256,3000044,2024-05-04 23:15:07.608,Golden Gate Ginger,3,3,9,mastercard,5586198786472830
1003281,2000295,3000007,2024-05-16 07:49:09.798,Austin Almond Biscotti,1,3,3,visa,4156702068586242
1003282,2000254,3000006,2024-05-03 03:26:12.132,Outback Oatmeal,2,3,6,visa,4766651155629401
1003283,2000136,3000045,2024-05-13 05:56:45.79,Tokyo Tidbits,4,3,12,mastercard,2242396239961192
1003284,2000252,3000031,2024-05-05 15:49:20.721,Tokyo Tidbits,7,3,21,visa,4849714690020568
1003285,2000121,3000003,2024-05-06 01:04:05.35,Tokyo Tidbits,4,3,12,visa,4225761241995909
1003286,2000114,3000043,2024-05-01 23:14:59.876,Golden Gate Ginger,1,3,3,visa,4157530808553613
1003287,2000071,3000025,2024-05-14 08:31:47.531,Golden Gate Ginger,5,3,15,amex,376827941167183
1003288,2000284,3000033,2024-05-16 23:46:27.799,Austin Almond Biscotti,8,3,24,mastercard,2609033592395687
1003289,2000004,3000026,2024-05-07 09:08:35.839,Austin Almond Biscotti,4,3,12,mastercard,2424479914911110
1003291,2000284,3000027,2024-05-17 06:51:21.992,Tokyo Tidbits,5,3,15,mastercard,5442232178232959
1003292,2000008,3000034,2024-05-07 21:11:39.767,Golden Gate Ginger,5,3,15,mastercard,2692233568804518
1003293,2000099,3000042,2024-05-12 07:49:12.713,Golden Gate Ginger,10,3,30,mastercard,2266298943146766
1003294,2000295,3000035,2024-05-11 10:55:25.467,Golden Gate Ginger,5,3,15,visa,4804661262774705
1003295,2000074,3000028,2024-05-04 07:19:54.756,Pearly Pies,6,3,18,amex,379121033863686
1003297,2000121,3000017,2024-05-04 17:34:45.482,Golden Gate Ginger,3,3,9,visa,4366422776747590
1003298,2000158,3000003,2024-05-15 21:26:45.075,Pearly Pies,4,3,12,mastercard,2258086014394922
1003299,2000059,3000033,2024-05-14 17:03:25.496,Austin Almond Biscotti,4,3,12,visa,4467664552271208
1003300,2000021,3000001,2024-05-06 13:48:08.367,Outback Oatmeal,6,3,18,amex,374199962179089
1003301,2000201,3000001,2024-05-01 12:44:20.649,Austin Almond Biscotti,2,3,6,amex,342914423447944
1003302,2000084,3000025,2024-05-12 18:30:45.451,Tokyo Tidbits,8,3,24,mastercard,5324216032161655
1003304,2000262,3000040,2024-05-09 12:08:22.994,Tokyo Tidbits,9,3,27,visa,4921522159903476
1003306,2000082,3000017,2024-05-04 02:23:15.057,Orchard Oasis,9,3,27,mastercard,2245807530974657
1003307,2000247,3000016,2024-05-04 16:42:14.113,Pearly Pies,2,3,6,amex,347792861862500
1003308,2000209,3000007,2024-05-02 16:28:02.949,Pearly Pies,3,3,9,mastercard,2238359348059528
1003309,2000206,3000035,2024-05-11 01:25:59.596,Austin Almond Biscotti,8,3,24,visa,4825719250682739
1003310,2000191,3000004,2024-05-05 21:06:15.016,Pearly Pies,9,3,27,mastercard,2714794729096124
1003311,2000044,3000026,2024-05-03 06:06:37.55,Golden Gate Ginger,8,3,24,mastercard,2268277658188914
1003312,2000244,3000031,2024-05-11 15:19:40.309,Pearly Pies,4,3,12,mastercard,2700532391630283
1003313,2000121,3000027,2024-05-02 08:26:42.279,Tokyo Tidbits,7,3,21,amex,343853585829763
1003314,2000194,3000028,2024-05-06 10:18:46.664,Austin Almond Biscotti,7,3,21,amex,343706940405796
1003315,2000275,3000028,2024-05-02 13:13:49.845,Outback Oatmeal,7,3,21,amex,370486463322597
1003316,2000179,3000018,2024-05-08 08:49:07.464,Pearly Pies,1,3,3,mastercard,2225010906497411
1003317,2000152,3000024,2024-05-09 19:09:38.63,Pearly Pies,2,3,6,amex,341268248278294
1003318,2000014,3000032,2024-05-05 16:43:31.574,Outback Oatmeal,5,3,15,amex,377357532818712
1003319,2000136,3000030,2024-05-11 18:13:21.641,Austin Almond Biscotti,8,3,24,mastercard,2556634935356535
1003320,2000182,3000006,2024-05-11 14:10:45.825,Pearly Pies,3,3,9,mastercard,2256561623971544
1003321,2000160,3000036,2024-05-04 04:29:04.126,Outback Oatmeal,10,3,30,amex,340230090612559
1003322,2000087,3000005,2024-05-03 13:27:02.161,Golden Gate Ginger,4,3,12,amex,344542063423988
1003323,2000007,3000016,2024-05-10 03:50:37.204,Pearly Pies,5,3,15,mastercard,5130203649867134
1003324,2000225,3000045,2024-05-12 19:11:55.89,Orchard Oasis,7,3,21,mastercard,2261753236532549
1003325,2000151,3000038,2024-05-11 05:08:12.602,Tokyo Tidbits,1,3,3,amex,345746710794084
1003326,2000015,3000017,2024-05-05 13:53:28.193,Orchard Oasis,3,3,9,visa,4583314827869480
1003327,2000135,3000037,2024-05-14 14:08:55.962,Tokyo Tidbits,4,3,12,mastercard,5458948928377445
1003328,2000177,3000024,2024-05-11 04:37:35.043,Austin Almond Biscotti,3,3,9,amex,376721990092535
1003330,2000032,3000043,2024-05-14 04:14:20.168,Outback Oatmeal,4,3,12,visa,4381319977341465
1003331,2000192,3000008,2024-05-13 23:44:00.047,Outback Oatmeal,8,3,24,amex,344360177205302
1003332,2000233,3000009,2024-05-12 13:27:56.511,Pearly Pies,8,3,24,mastercard,2388131120078044
1001248,2000194,3000030,2024-05-11 19:58:49.7,Austin Almond Biscotti,2,3,6,amex,379399590886288
1001249,2000002,3000017,2024-05-05 19:05:51.913,Outback Oatmeal,9,3,27,amex,344146971161043
1001250,2000207,3000031,2024-05-13 02:39:28.454,Outback Oatmeal,9,3,27,mastercard,2382491743014933
1001251,2000241,3000010,2024-05-07 22:41:11.953,Golden Gate Ginger,8,3,24,amex,343424632443469
1001252,2000293,3000015,2024-05-11 11:19:14.312,Pearly Pies,4,3,12,mastercard,2430718658294726
1001253,2000099,3000011,2024-05-11 23:02:06.257,Tokyo Tidbits,1,3,3,amex,341656767688408
1001254,2000201,3000005,2024-05-17 08:53:57.032,Golden Gate Ginger,10,3,30,visa,4145833866063029
1001255,2000058,3000005,2024-05-15 08:44:41.193,Austin Almond Biscotti,5,3,15,mastercard,2492348279877082
1001256,2000113,3000005,2024-05-13 14:36:56.61,Orchard Oasis,9,3,27,visa,4053337403195633
1001257,2000245,3000042,2024-05-06 06:56:36.002,Outback Oatmeal,4,3,12,mastercard,2720702170096156
1001258,2000020,3000024,2024-05-01 12:21:34.31,Orchard Oasis,3,3,9,visa,4221271770433011
1001259,2000081,3000042,2024-05-15 07:21:38.204,Orchard Oasis,4,3,12,mastercard,2248257595150651
1001260,2000095,3000043,2024-05-08 21:12:24.71,Outback Oatmeal,8,3,24,mastercard,2448605602817894
1001262,2000063,3000030,2024-05-07 06:12:24.526,Tokyo Tidbits,5,3,15,amex,343019418416364
1001263,2000019,3000041,2024-05-02 13:11:48.009,Golden Gate Ginger,8,3,24,visa,4517114039768772
1001265,2000009,3000016,2024-05-04 04:48:47.004,Golden Gate Ginger,7,3,21,amex,376767744339219
1001266,2000019,3000011,2024-05-03 16:15:46.731,Outback Oatmeal,9,3,27,visa,4599117948091484
1001267,2000229,3000045,2024-05-11 20:41:58.089,Outback Oatmeal,1,3,3,amex,371565297403761
1001268,2000160,3000005,2024-05-17 08:11:46.867,Austin Almond Biscotti,8,3,24,mastercard,2712877638016820
1001269,2000186,3000012,2024-05-13 02:44:49.684,Golden Gate Ginger,8,3,24,visa,4326444920145652
1001270,2000188,3000030,2024-05-12 03:35:49.875,Outback Oatmeal,9,3,27,visa,4783698269191108
1001271,2000147,3000030,2024-05-05 07:55:38.984,Outback Oatmeal,10,3,30,amex,377152692988870
1001273,2000249,3000008,2024-05-08 05:16:14.613,Austin Almond Biscotti,1,3,3,visa,4302859472239207
1001274,2000095,3000034,2024-05-06 22:54:02.636,Orchard Oasis,4,3,12,visa,4381375653075488
1001275,2000266,3000007,2024-05-14 17:14:54.498,Golden Gate Ginger,5,3,15,mastercard,5487123379826390
1001276,2000195,3000011,2024-05-06 16:47:39.746,Orchard Oasis,10,3,30,visa,4184622727846553
1001277,2000215,3000037,2024-05-06 09:09:21.534,Tokyo Tidbits,3,3,9,mastercard,2279582234555719
1001278,2000256,3000016,2024-05-04 04:42:29.353,Austin Almond Biscotti,3,3,9,amex,345075575081928
1001279,2000004,3000017,2024-05-16 22:07:44.616,Outback Oatmeal,8,3,24,mastercard,2720884884053341
1001280,2000231,3000010,2024-05-09 19:19:57.531,Golden Gate Ginger,2,3,6,visa,4649425913929970
1001282,2000177,3000031,2024-05-14 23:41:26.976,Tokyo Tidbits,7,3,21,amex,349307172869504
1001283,2000133,3000028,2024-05-15 05:13:17.93,Golden Gate Ginger,4,3,12,amex,375343557137297
1001284,2000248,3000036,2024-05-05 23:20:38.729,Orchard Oasis,7,3,21,visa,4968655185728089
1001286,2000262,3000042,2024-05-10 02:49:53.289,Outback Oatmeal,3,3,9,mastercard,2266947887588827
1001288,2000097,3000016,2024-05-07 21:57:22.695,Austin Almond Biscotti,2,3,6,amex,376478879196982
1001290,2000229,3000038,2024-05-04 03:49:02.114,Outback Oatmeal,10,3,30,amex,379633675355862
1001291,2000263,3000040,2024-05-04 16:53:49.919,Tokyo Tidbits,10,3,30,mastercard,2295862338700225
1001292,2000082,3000016,2024-05-09 11:55:33.793,Pearly Pies,8,3,24,mastercard,2704122968112430
1001293,2000233,3000013,2024-05-12 08:38:13.944,Golden Gate Ginger,10,3,30,mastercard,2703302828303780
1001294,2000062,3000024,2024-05-14 18:46:32.561,Pearly Pies,9,3,27,amex,379780028100691
1001296,2000010,3000013,2024-05-09 07:11:30.182,Pearly Pies,3,3,9,mastercard,2384684806937457
1001297,2000155,3000012,2024-05-14 17:02:49.622,Orchard Oasis,3,3,9,mastercard,2243796995471402
1001298,2000022,3000004,2024-05-13 02:58:18.227,Austin Almond Biscotti,5,3,15,mastercard,2248083061267245
1001299,2000251,3000027,2024-05-02 04:12:24.329,Outback Oatmeal,4,3,12,amex,375432869909723
1001300,2000016,3000029,2024-05-05 12:12:01.113,Golden Gate Ginger,4,3,12,visa,4782432461614373
1001301,2000188,3000024,2024-05-02 23:26:16.593,Austin Almond Biscotti,1,3,3,visa,4371249342453822
1001302,2000213,3000043,2024-05-06 10:37:13.382,Austin Almond Biscotti,7,3,21,mastercard,2711063136456088
1001303,2000033,3000041,2024-05-04 16:26:39.292,Outback Oatmeal,10,3,30,amex,379068346238611
1001304,2000084,3000037,2024-05-01 20:40:53.837,Orchard Oasis,5,3,15,visa,4768619802603226
1001305,2000155,3000027,2024-05-11 01:39:18.611,Austin Almond Biscotti,6,3,18,mastercard,2282696787954924
1001306,2000156,3000034,2024-05-08 20:53:45.496,Golden Gate Ginger,1,3,3,amex,346820439688205
1001307,2000230,3000008,2024-05-15 04:37:21.272,Outback Oatmeal,8,3,24,amex,344441656816734
1001309,2000170,3000034,2024-05-05 08:13:42.877,Golden Gate Ginger,2,3,6,visa,4207736424595686
1001311,2000163,3000034,2024-05-04 20:50:38.258,Pearly Pies,2,3,6,mastercard,2289392112383434
1001312,2000193,3000044,2024-05-03 18:41:46.547,Pearly Pies,4,3,12,amex,374480799440765
1001313,2000234,3000003,2024-05-12 08:43:26.749,Austin Almond Biscotti,9,3,27,visa,4805902563253646
1001314,2000214,3000044,2024-05-01 18:02:10.02,Tokyo Tidbits,9,3,27,amex,370699732576112
1001315,2000041,3000011,2024-05-07 11:35:20.513,Tokyo Tidbits,10,3,30,amex,372019970198636
1001316,2000181,3000024,2024-05-07 14:24:58.725,Tokyo Tidbits,4,3,12,visa,4339816474909408
1001317,2000080,3000023,2024-05-03 10:54:01.885,Pearly Pies,1,3,3,mastercard,5508356829315540
1001319,2000227,3000038,2024-05-07 10:20:24.265,Outback Oatmeal,3,3,9,amex,376781765142725
1001321,2000069,3000031,2024-05-01 06:05:36.306,Tokyo Tidbits,10,3,30,visa,4414519712976779
1001323,2000159,3000042,2024-05-11 18:46:27.161,Austin Almond Biscotti,3,3,9,mastercard,5591111400252549
1001324,2000150,3000043,2024-05-14 20:04:57.598,Orchard Oasis,6,3,18,visa,4213513334860266
1001325,2000134,3000045,2024-05-01 16:04:02.316,Austin Almond Biscotti,2,3,6,visa,4940132881201004
1001326,2000053,3000041,2024-05-15 23:00:06.769,Austin Almond Biscotti,3,3,9,visa,4982128379911855
1001327,2000117,3000045,2024-05-07 20:45:12.076,Tokyo Tidbits,8,3,24,mastercard,2717569930307628
1001328,2000221,3000041,2024-05-03 15:56:53.388,Orchard Oasis,2,3,6,visa,4131430666722379
1001329,2000129,3000026,2024-05-09 18:06:48.949,Tokyo Tidbits,7,3,21,mastercard,2276075308994248
1001330,2000151,3000030,2024-05-16 13:18:23.653,Tokyo Tidbits,2,3,6,mastercard,2280671184679863
1001331,2000296,3000036,2024-05-11 00:57:41.194,Outback Oatmeal,10,3,30,visa,4692051496544329
1001332,2000193,3000033,2024-05-17 01:27:50.369,Golden Gate Ginger,4,3,12,visa,4327604621942736
1001333,2000271,3000023,2024-05-11 18:11:10.996,Tokyo Tidbits,7,3,21,mastercard,5354734229889147
1001334,2000122,3000038,2024-05-06 15:31:54.944,Outback Oatmeal,4,3,12,mastercard,2296950403911766
1001337,2000111,3000025,2024-05-09 06:33:18.725,Outback Oatmeal,10,3,30,mastercard,2246045660180154
1001338,2000060,3000037,2024-05-09 14:06:27.234,Golden Gate Ginger,7,3,21,mastercard,2352937020170349
1001339,2000213,3000045,2024-05-04 15:29:57.446,Austin Almond Biscotti,5,3,15,amex,349625210993873
1001340,2000196,3000041,2024-05-14 02:22:12.897,Golden Gate Ginger,8,3,24,mastercard,2720806701183811
1001341,2000056,3000026,2024-05-16 03:11:32.759,Pearly Pies,3,3,9,visa,4074963063337531
1001342,2000241,3000041,2024-05-01 03:39:08.178,Outback Oatmeal,4,3,12,amex,379274457926800
1001343,2000029,3000017,2024-05-04 18:23:40.165,Orchard Oasis,7,3,21,amex,348005375320330
1001344,2000276,3000007,2024-05-07 19:39:12.553,Golden Gate Ginger,10,3,30,mastercard,2707457865696441
1001345,2000101,3000034,2024-05-16 16:44:10.239,Golden Gate Ginger,2,3,6,mastercard,5582461487432733
1001346,2000040,3000029,2024-05-01 15:42:58.22,Tokyo Tidbits,8,3,24,amex,342852511693286
1001347,2000208,3000004,2024-05-05 18:22:38.816,Pearly Pies,8,3,24,mastercard,5298119937443131
1001348,2000256,3000033,2024-05-08 01:43:07.553,Pearly Pies,7,3,21,visa,4721226896749448
1001349,2000135,3000012,2024-05-07 23:53:47.194,Golden Gate Ginger,5,3,15,visa,4536690597520132
1001350,2000052,3000026,2024-05-16 04:26:05.613,Golden Gate Ginger,5,3,15,visa,4043848706206599
1001351,2000279,3000007,2024-05-13 03:24:22.519,Pearly Pies,2,3,6,amex,340007480537384
1001352,2000272,3000009,2024-05-16 12:33:51.31,Outback Oatmeal,1,3,3,mastercard,2675310076839730
1001353,2000246,3000024,2024-05-11 17:48:13.649,Outback Oatmeal,6,3,18,visa,4335346676671014
1001354,2000182,3000007,2024-05-13 11:49:52.512,Pearly Pies,7,3,21,mastercard,5402650640477282
1001355,2000251,3000016,2024-05-16 05:18:46.929,Pearly Pies,1,3,3,mastercard,5477378849836948
1001356,2000029,3000035,2024-05-03 07:05:23.926,Outback Oatmeal,1,3,3,mastercard,5508049562520570
1001357,2000239,3000042,2024-05-12 06:48:08.375,Austin Almond Biscotti,2,3,6,amex,374852281241846
1001358,2000074,3000013,2024-05-07 01:22:23.442,Austin Almond Biscotti,6,3,18,amex,341329107903131
1001359,2000066,3000032,2024-05-02 11:17:41.967,Orchard Oasis,2,3,6,mastercard,5270352517151194
1001360,2000254,3000011,2024-05-10 01:03:08.385,Tokyo Tidbits,6,3,18,amex,377863936701404
1001361,2000092,3000016,2024-05-03 10:26:00.053,Outback Oatmeal,1,3,3,mastercard,2303762459340258
1001362,2000210,3000009,2024-05-07 00:06:06.31,Tokyo Tidbits,3,3,9,amex,375876032172728
1001364,2000139,3000042,2024-05-13 10:13:35.144,Orchard Oasis,5,3,15,amex,379248180556787
1001365,2000253,3000003,2024-05-01 00:27:10.084,Orchard Oasis,1,3,3,visa,4109295830992846
1001366,2000286,3000041,2024-05-01 07:55:35.358,Austin Almond Biscotti,6,3,18,visa,4291145868484810
1001367,2000173,3000043,2024-05-06 18:00:49.099,Pearly Pies,8,3,24,visa,4016924670467534
1001368,2000280,3000026,2024-05-09 15:44:19.596,Orchard Oasis,10,3,30,amex,373378093249240
1001369,2000156,3000009,2024-05-12 04:57:48.179,Austin Almond Biscotti,3,3,9,amex,372103707864122
1001370,2000293,3000029,2024-05-08 11:42:56.579,Orchard Oasis,6,3,18,amex,346790011358677
1001372,2000068,3000016,2024-05-13 05:16:31.725,Pearly Pies,4,3,12,mastercard,5411853208225494
1001373,2000024,3000008,2024-05-06 02:02:02.939,Tokyo Tidbits,2,3,6,mastercard,2289303621338512
1001374,2000005,3000033,2024-05-04 07:50:48.351,Orchard Oasis,7,3,21,amex,346605655356722
1001375,2000053,3000034,2024-05-04 04:42:54.347,Tokyo Tidbits,5,3,15,visa,4759768719105063
1001376,2000163,3000045,2024-05-09 01:14:15.073,Orchard Oasis,9,3,27,mastercard,2467621364844220
1001377,2000114,3000032,2024-05-11 19:00:59.569,Golden Gate Ginger,9,3,27,mastercard,2270726469971328
1001378,2000281,3000006,2024-05-01 02:44:48.497,Orchard Oasis,7,3,21,amex,378308194208857
1001379,2000285,3000011,2024-05-14 00:00:47.63,Orchard Oasis,10,3,30,mastercard,5282956356205238
1001380,2000090,3000004,2024-05-13 22:44:40.452,Pearly Pies,9,3,27,mastercard,2229148684954967
1001381,2000054,3000013,2024-05-03 06:21:02.213,Pearly Pies,9,3,27,mastercard,5150854759888206
1001382,2000014,3000036,2024-05-05 04:50:09.028,Pearly Pies,3,3,9,amex,377186046178853
1001383,2000230,3000034,2024-05-09 21:30:53.636,Tokyo Tidbits,7,3,21,amex,374920452339820
1001384,2000078,3000010,2024-05-01 06:52:26.495,Orchard Oasis,10,3,30,mastercard,2713240325956544
1001385,2000206,3000019,2024-05-12 18:51:41.93,Orchard Oasis,3,3,9,amex,373487485146870
1001386,2000251,3000035,2024-05-15 10:50:52.521,Outback Oatmeal,8,3,24,visa,4058704172304180
1001387,2000058,3000005,2024-05-02 21:17:14.867,Austin Almond Biscotti,8,3,24,mastercard,5238693687697891
1001388,2000280,3000044,2024-05-10 11:37:06.233,Tokyo Tidbits,3,3,9,mastercard,2285111393742694
1001389,2000113,3000032,2024-05-08 16:19:28.327,Austin Almond Biscotti,5,3,15,mastercard,2241874865977600
1001391,2000065,3000027,2024-05-06 02:25:36.176,Pearly Pies,8,3,24,visa,4595665642034071
1001393,2000117,3000013,2024-05-03 00:41:29.874,Austin Almond Biscotti,1,3,3,mastercard,2259986317471013
1001394,2000146,3000035,2024-05-05 05:42:46.523,Austin Almond Biscotti,9,3,27,visa,4885922104248361
1001395,2000111,3000019,2024-05-06 17:29:17.612,Tokyo Tidbits,5,3,15,mastercard,2705065171999599
1001396,2000122,3000025,2024-05-08 23:34:41.759,Golden Gate Ginger,10,3,30,mastercard,5209197855269207
1001397,2000210,3000018,2024-05-17 01:42:11.211,Outback Oatmeal,10,3,30,mastercard,2234673620085017
1001398,2000145,3000007,2024-05-04 17:16:04.29,Orchard Oasis,7,3,21,amex,378945405545088
1001400,2000106,3000045,2024-05-07 16:23:36.829,Pearly Pies,8,3,24,amex,372398989124126
1001401,2000236,3000031,2024-05-11 02:24:00.804,Austin Almond Biscotti,1,3,3,mastercard,2263629593646171
1001402,2000232,3000011,2024-05-14 00:05:12.169,Pearly Pies,5,3,15,amex,346055728995934
1001403,2000203,3000028,2024-05-01 09:05:09.819,Orchard Oasis,10,3,30,visa,4357297934921431
1001404,2000112,3000001,2024-05-12 00:21:57.227,Outback Oatmeal,4,3,12,mastercard,2260204133572684
1001405,2000213,3000036,2024-05-01 04:40:16.392,Pearly Pies,1,3,3,amex,373735952785509
1001406,2000061,3000026,2024-05-02 09:59:05.845,Austin Almond Biscotti,1,3,3,amex,375957144970694
1001407,2000285,3000034,2024-05-01 13:25:41.597,Golden Gate Ginger,10,3,30,amex,347406892511156
1001408,2000061,3000027,2024-05-07 10:37:11.08,Orchard Oasis,4,3,12,amex,340178793379564
1001409,2000091,3000036,2024-05-09 04:24:27.327,Outback Oatmeal,6,3,18,amex,377820386402578
1001410,2000080,3000005,2024-05-14 16:30:11.152,Golden Gate Ginger,9,3,27,amex,371233635860420
1001411,2000234,3000036,2024-05-07 20:18:54.467,Austin Almond Biscotti,3,3,9,visa,4461671865953345
1001412,2000209,3000004,2024-05-08 16:21:48.183,Outback Oatmeal,2,3,6,visa,4577262384085099
1001413,2000218,3000040,2024-05-03 14:19:19.044,Pearly Pies,8,3,24,amex,378859792737796
1001414,2000093,3000008,2024-05-11 14:26:52.846,Golden Gate Ginger,7,3,21,mastercard,2503515253400050
1001415,2000127,3000040,2024-05-12 20:07:27.296,Tokyo Tidbits,3,3,9,visa,4383010294135619
1001416,2000199,3000010,2024-05-10 12:01:11.932,Pearly Pies,3,3,9,mastercard,2590771560341578
1001417,2000222,3000028,2024-05-09 08:09:01.301,Golden Gate Ginger,5,3,15,amex,349726441456753
1001418,2000058,3000013,2024-05-02 19:50:32.72,Orchard Oasis,1,3,3,mastercard,5367453679345360
1001419,2000028,3000006,2024-05-03 20:59:56.635,Orchard Oasis,4,3,12,mastercard,5414475307218316
1001420,2000176,3000032,2024-05-13 06:08:42.087,Orchard Oasis,10,3,30,visa,4523658699848656
1001422,2000053,3000031,2024-05-07 17:23:37.717,Golden Gate Ginger,4,3,12,amex,341331634375098
1001423,2000032,3000043,2024-05-08 05:45:05.999,Austin Almond Biscotti,3,3,9,mastercard,2288255710601252
1001424,2000177,3000003,2024-05-12 13:49:23.587,Outback Oatmeal,4,3,12,visa,4036935584487422
1001426,2000063,3000033,2024-05-12 17:47:46.924,Austin Almond Biscotti,10,3,30,visa,4369259174861376
1001427,2000188,3000033,2024-05-01 10:05:17.848,Tokyo Tidbits,2,3,6,amex,344761256528110
1001428,2000021,3000029,2024-05-10 00:17:05.687,Golden Gate Ginger,2,3,6,amex,340720168204768
1001432,2000207,3000043,2024-05-15 21:18:22.889,Outback Oatmeal,10,3,30,visa,4146911961763021
1001434,2000184,3000029,2024-05-05 07:02:12.839,Orchard Oasis,2,3,6,amex,345939758232279
1001435,2000017,3000017,2024-05-03 05:40:35.132,Tokyo Tidbits,2,3,6,visa,4642212939484108
1001436,2000191,3000030,2024-05-14 00:57:35.669,Tokyo Tidbits,3,3,9,visa,4324258051256274
1001437,2000098,3000031,2024-05-15 08:17:38.553,Golden Gate Ginger,3,3,9,amex,343106549342716
1001438,2000029,3000008,2024-05-04 14:40:40.475,Austin Almond Biscotti,7,3,21,amex,370153683733322
1001439,2000004,3000037,2024-05-14 11:02:41.681,Orchard Oasis,8,3,24,visa,4249284678311914
1001440,2000227,3000018,2024-05-15 06:31:17.54,Austin Almond Biscotti,7,3,21,visa,4942988332770923
1001441,2000215,3000034,2024-05-05 05:46:38.379,Orchard Oasis,7,3,21,amex,376346350255124
1001442,2000288,3000033,2024-05-11 12:10:36.442,Pearly Pies,9,3,27,mastercard,2707096608576906
1001443,2000051,3000029,2024-05-09 16:10:09.406,Austin Almond Biscotti,9,3,27,visa,4425949546662070
1001444,2000263,3000031,2024-05-08 04:18:37.454,Golden Gate Ginger,2,3,6,amex,349380381868963
1001445,2000200,3000012,2024-05-08 02:37:02.62,Tokyo Tidbits,1,3,3,amex,349396903312306
1001446,2000158,3000030,2024-05-03 23:46:26.514,Austin Almond Biscotti,10,3,30,visa,4894156777454514
1001447,2000172,3000034,2024-05-05 20:31:58.975,Tokyo Tidbits,5,3,15,mastercard,5496035787110119
1001449,2000253,3000011,2024-05-04 01:05:36.085,Austin Almond Biscotti,8,3,24,visa,4752398568409783
1001450,2000002,3000016,2024-05-03 05:10:57.499,Pearly Pies,1,3,3,visa,4807847771385920
1001451,2000223,3000004,2024-05-10 12:58:40.805,Tokyo Tidbits,5,3,15,amex,379758211562984
1001452,2000086,3000011,2024-05-13 13:19:09.549,Outback Oatmeal,2,3,6,amex,374415927199461
1001454,2000170,3000030,2024-05-11 04:53:07.804,Tokyo Tidbits,10,3,30,visa,4144227015101254
1001455,2000162,3000035,2024-05-07 05:20:31.849,Golden Gate Ginger,1,3,3,amex,343483722496373
1001456,2000090,3000024,2024-05-08 08:02:21.056,Outback Oatmeal,9,3,27,mastercard,2244083731865067
